STATUS | wrapper  | 2017/11/19 09:47:58 | --> Wrapper Started as Console
INFO   | jvm 1    | 2017/11/19 09:47:59 | 2017-11-19 09:47:59,478 [INFO ][$_NIOREACTOR-0-RW] connectionAcquired MySQLConnection [id=12, lastTime=1511084879476, user=zhouhao, schema=laravel_test_1, old shema=laravel_test_1, borrowed=false, fromSlaveDB=true, threadId=46, charset=latin1, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=mysql-salver, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.backend.mysql.nio.handler.NewConnectionRespHandler:NewConnectionRespHandler.java:45) 
INFO   | jvm 1    | 2017/11/19 09:47:59 | 2017-11-19 09:47:59,478 [INFO ][$_NIOREACTOR-3-RW] connectionAcquired MySQLConnection [id=11, lastTime=1511084879476, user=zhouhao, schema=laravel_test_1, old shema=laravel_test_1, borrowed=false, fromSlaveDB=true, threadId=45, charset=latin1, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=mysql-salver, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.backend.mysql.nio.handler.NewConnectionRespHandler:NewConnectionRespHandler.java:45) 
INFO   | jvm 1    | 2017/11/19 09:47:59 | 2017-11-19 09:47:59,478 [INFO ][$_NIOREACTOR-1-RW] connectionAcquired MySQLConnection [id=13, lastTime=1511084879476, user=zhouhao, schema=laravel_test_1, old shema=laravel_test_1, borrowed=false, fromSlaveDB=true, threadId=47, charset=latin1, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=mysql-salver, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.backend.mysql.nio.handler.NewConnectionRespHandler:NewConnectionRespHandler.java:45) 
INFO   | jvm 1    | 2017/11/19 09:47:59 | MyCAT Server startup successfully. see logs in logs/mycat.log
INFO   | jvm 1    | 2017/11/19 09:48:45 | 2017-11-19 09:48:45,126 [ERROR][$_NIOREACTOR-2-RW] ServerConnection [id=1, schema=null, host=172.17.0.1, user=null,txIsolation=3, autocommit=true, schema=null]Access denied for user 'zhouhao', because password is error   (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:208) 
INFO   | jvm 1    | 2017/11/19 09:48:45 | 2017-11-19 09:48:45,134 [ERROR][$_NIOREACTOR-3-RW] ServerConnection [id=2, schema=null, host=172.17.0.1, user=null,txIsolation=3, autocommit=true, schema=null]Access denied for user 'zhouhao', because password is error   (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:208) 
INFO   | jvm 1    | 2017/11/19 09:48:47 | 2017-11-19 09:48:47,142 [ERROR][$_NIOREACTOR-0-RW] ServerConnection [id=3, schema=null, host=172.17.0.1, user=null,txIsolation=3, autocommit=true, schema=null]Access denied for user 'zhouhao', because password is error   (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:208) 
INFO   | jvm 1    | 2017/11/19 09:48:53 | 2017-11-19 09:48:53,652 [ERROR][$_NIOREACTOR-1-RW] ServerConnection [id=4, schema=null, host=172.17.0.1, user=null,txIsolation=3, autocommit=true, schema=null]Access denied for user 'zhouhao', because password is error   (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:208) 
INFO   | jvm 1    | 2017/11/19 09:48:53 | 2017-11-19 09:48:53,654 [ERROR][$_NIOREACTOR-2-RW] ServerConnection [id=5, schema=null, host=172.17.0.1, user=null,txIsolation=3, autocommit=true, schema=null]Access denied for user 'zhouhao', because password is error   (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:208) 
INFO   | jvm 1    | 2017/11/19 09:48:55 | 2017-11-19 09:48:55,662 [ERROR][$_NIOREACTOR-3-RW] ServerConnection [id=6, schema=null, host=172.17.0.1, user=null,txIsolation=3, autocommit=true, schema=null]Access denied for user 'zhouhao', because password is error   (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:208) 
INFO   | jvm 1    | 2017/11/19 09:49:11 | 2017-11-19 09:49:11,827 [INFO ][$_NIOREACTOR-0-RW] ServerConnection [id=7, schema=TESTDB, host=172.17.0.1, user=zhouhao,txIsolation=3, autocommit=true, schema=TESTDB]'zhouhao' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2017/11/19 09:49:12 | 2017-11-19 09:49:12,432 [INFO ][$_NIOREACTOR-0-RW] close connection,reason:quit cmd ,ServerConnection [id=7, schema=TESTDB, host=172.17.0.1, user=zhouhao,txIsolation=3, autocommit=true, schema=TESTDB]  (io.mycat.net.AbstractConnection:AbstractConnection.java:508) 
INFO   | jvm 1    | 2017/11/19 09:49:28 | 2017-11-19 09:49:28,691 [INFO ][$_NIOREACTOR-1-RW] ServerConnection [id=8, schema=TESTDB, host=172.17.0.1, user=zhouhao,txIsolation=3, autocommit=true, schema=TESTDB]'zhouhao' login success  (io.mycat.net.handler.FrontendAuthenticator:FrontendAuthenticator.java:194) 
INFO   | jvm 1    | 2017/11/19 09:49:28 | 2017-11-19 09:49:28,703 [WARN ][$_NIOREACTOR-1-RW] ServerConnection [id=8, schema=TESTDB, host=172.17.0.1, user=zhouhao,txIsolation=3, autocommit=true, schema=TESTDB]set session transaction read write is not recoginized and ignored  (io.mycat.server.handler.SetHandler:SetHandler.java:159) 
INFO   | jvm 1    | 2017/11/19 09:49:28 | 2017-11-19 09:49:28,778 [WARN ][$_NIOREACTOR-1-RW] ServerConnection [id=8, schema=TESTDB, host=172.17.0.1, user=zhouhao,txIsolation=3, autocommit=true, schema=TESTDB]SET SQL_SELECT_LIMIT=502 is not recoginized and ignored  (io.mycat.server.handler.SetHandler:SetHandler.java:159) 
INFO   | jvm 1    | 2017/11/19 09:49:28 | 2017-11-19 09:49:28,795 [WARN ][$_NIOREACTOR-1-RW] ServerConnection [id=8, schema=TESTDB, host=172.17.0.1, user=zhouhao,txIsolation=3, autocommit=true, schema=TESTDB]SET SQL_SELECT_LIMIT=DEFAULT is not recoginized and ignored  (io.mycat.server.handler.SetHandler:SetHandler.java:159) 
INFO   | jvm 1    | 2017/11/19 09:52:59 | 2017-11-19 09:52:59,434 [INFO ][Timer1] create connections ,because idle connection not enough ,cur is 3, minCon is 10 for salver1  (io.mycat.backend.datasource.PhysicalDatasource:PhysicalDatasource.java:299) 
INFO   | jvm 1    | 2017/11/19 09:52:59 | 2017-11-19 09:52:59,439 [INFO ][$_NIOREACTOR-2-RW] connectionAcquired MySQLConnection [id=14, lastTime=1511085179431, user=zhouhao, schema=laravel_test_1, old shema=laravel_test_1, borrowed=false, fromSlaveDB=true, threadId=49, charset=latin1, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=mysql-salver, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.backend.mysql.nio.handler.NewConnectionRespHandler:NewConnectionRespHandler.java:45) 
INFO   | jvm 1    | 2017/11/19 09:52:59 | 2017-11-19 09:52:59,440 [INFO ][$_NIOREACTOR-3-RW] connectionAcquired MySQLConnection [id=15, lastTime=1511085179431, user=zhouhao, schema=laravel_test_1, old shema=laravel_test_1, borrowed=false, fromSlaveDB=true, threadId=50, charset=latin1, txIsolation=3, autocommit=true, attachment=null, respHandler=null, host=mysql-salver, port=3306, statusSync=null, writeQueue=0, modifiedSQLExecuted=false]  (io.mycat.backend.mysql.nio.handler.NewConnectionRespHandler:NewConnectionRespHandler.java:45) 
STATUS | wrapper  | 2017/11/19 09:54:58 | --> Wrapper Started as Console
STATUS | wrapper  | 2017/11/19 09:54:58 | Launching a JVM...
INFO   | jvm 1    | 2017/11/19 09:54:59 | Wrapper (Version 3.2.3) http://wrapper.tanukisoftware.org
INFO   | jvm 1    | 2017/11/19 09:54:59 |   Copyright 1999-2006 Tanuki Software, Inc.  All Rights Reserved.
INFO   | jvm 1    | 2017/11/19 09:54:59 | 
INFO   | jvm 1    | 2017/11/19 09:54:59 | 2017-11-19 09:54:59,612 [INFO ][WrapperSimpleAppMain] total resouces of dataHost localhost1 is :2  (io.mycat.backend.datasource.PhysicalDBPool:PhysicalDBPool.java:100) 
INFO   | jvm 1    | 2017/11/19 09:54:59 | 2017-11-19 09:54:59,618 [INFO ][WrapperSimpleAppMain] create layer cache pool TableID2DataNodeCache of type encache ,default cache size 10000 ,default expire seconds18000  (io.mycat.cache.CacheService:CacheService.java:125) 
INFO   | jvm 1    | 2017/11/19 09:54:59 | 2017-11-19 09:54:59,619 [INFO ][WrapperSimpleAppMain] create child Cache: TESTDB_ORDERS for layered cache TableID2DataNodeCache, size 50000, expire seconds 18000  (io.mycat.cache.DefaultLayedCachePool:DefaultLayedCachePool.java:80) 
INFO   | jvm 1    | 2017/11/19 09:54:59 | 2017-11-19 09:54:59,722 [INFO ][WrapperSimpleAppMain] dyna class load from ./catlet,and auto check for class file modified every 60 seconds  (io.mycat.config.classloader.DynaClassLoader:DynaClassLoader.java:34) 
INFO   | jvm 1    | 2017/11/19 09:54:59 | 2017-11-19 09:54:59,722 [INFO ][WrapperSimpleAppMain] ===============================================  (io.mycat.MycatServer:MycatServer.java:266) 
INFO   | jvm 1    | 2017/11/19 09:54:59 | 2017-11-19 09:54:59,722 [INFO ][WrapperSimpleAppMain] MyCat is ready to startup ...  (io.mycat.MycatServer:MycatServer.java:267) 
INFO   | jvm 1    | 2017/11/19 09:54:59 | 2017-11-19 09:54:59,722 [INFO ][WrapperSimpleAppMain] Startup processors ...,total processors:4,aio thread pool size:8    
INFO   | jvm 1    | 2017/11/19 09:54:59 |  each process allocated socket buffer pool  bytes ,a page size:2097152  a page's chunk number(PageSize/ChunkSize) is:512  buffer page's number is:80  (io.mycat.MycatServer:MycatServer.java:279) 
INFO   | jvm 1    | 2017/11/19 09:54:59 | 2017-11-19 09:54:59,723 [INFO ][WrapperSimpleAppMain] sysconfig params:SystemConfig [processorBufferLocalPercent=100, frontSocketSoRcvbuf=1048576, frontSocketSoSndbuf=4194304, backSocketSoRcvbuf=4194304, backSocketSoSndbuf=1048576, frontSocketNoDelay=1, backSocketNoDelay=1, maxStringLiteralLength=65535, frontWriteQueueSize=2048, bindIp=0.0.0.0, serverPort=8066, managerPort=9066, charset=utf8, processors=4, processorExecutor=8, timerExecutor=2, managerExecutor=2, idleTimeout=1800000, catletClassCheckSeconds=60, sqlExecuteTimeout=300, processorCheckPeriod=1000, dataNodeIdleCheckPeriod=300000, dataNodeHeartbeatPeriod=10000, clusterHeartbeatUser=_HEARTBEAT_USER_, clusterHeartbeatPass=_HEARTBEAT_PASS_, clusterHeartbeatPeriod=5000, clusterHeartbeatTimeout=10000, clusterHeartbeatRetry=10, txIsolation=3, parserCommentVersion=50148, sqlRecordCount=10, bufferPoolPageSize=2097152, bufferPoolChunkSize=4096, bufferPoolPageNumber=80, maxResultSet=524288, bigResultSizeSqlCount=10, bufferUsagePercent=80, flowControlRejectStrategy=0, clearBigSqLResultSetMapMs=600000, defaultMaxLimit=100, sequnceHandlerType=2, sqlInterceptor=io.mycat.server.interceptor.impl.DefaultSqlInterceptor, sqlInterceptorType=select, sqlInterceptorFile=/usr/local/mycat/logs/sql.txt, mutiNodeLimitType=0, mutiNodePatchSize=100, defaultSqlParser=druidparser, usingAIO=0, packetHeaderSize=4, maxPacketSize=16777216, mycatNodeId=1]  (io.mycat.MycatServer:MycatServer.java:280) 
INFO   | jvm 1    | 2017/11/19 09:54:59 | 2017-11-19 09:54:59,775 [INFO ][WrapperSimpleAppMain] useOffHeapForMerge = 1  (io.mycat.memory.MyCatMemory:MyCatMemory.java:53) 
INFO   | jvm 1    | 2017/11/19 09:54:59 | 2017-11-19 09:54:59,775 [INFO ][WrapperSimpleAppMain] memoryPageSize = 1m  (io.mycat.memory.MyCatMemory:MyCatMemory.java:54) 
INFO   | jvm 1    | 2017/11/19 09:54:59 | 2017-11-19 09:54:59,775 [INFO ][WrapperSimpleAppMain] spillsFileBufferSize = 1k  (io.mycat.memory.MyCatMemory:MyCatMemory.java:55) 
